"GridRef1km","nSpecies","WBID","lake_data_Lake.area..ha.","lake_data_Lake.altitude..m.","lake_data_Mean.Depth..m.","lake_data_Volume..m3.","lake_data_Perimeter..km.","lake_data_WFD_River_Basin_District","landscape_2km_Mean.slope..degrees.","landscape_2km_Lake.area..","landscape_2km_Pond.area..","landscape_2km_Rivers...length..m._per_ha","landscape_2km_Canals...length..m._per_ha","landscape_2km_Obstacles...Count_per_ha","landscape_2km_Lakes...Perimeter..m._per_ha","landscape_2km_Ponds...Perimeter..m._per_ha","landscape_2km_Lakes...Count_per_ha","landscape_2km_Ponds...Count_per_ha","landscape_2km_LCM2007...Agricultural..","landscape_2km_LCM2007...Urban..","landscape_2km_Mean.Temperature..2000.2016..C.","landscape_2km_Mean.Annual.Rainfall..2000.2016..mm.","landscape_2km_Visits...Fishing","landscape_2km_Visits...Watersports","landscape_2km_Visits...All"
"NB1536",15,"6814",31.9038,7,6.15,1962083.7,6.864,"Scotland",4.4021687158815,2.76448122580749,0.445969879822775,2.50552324754916,0,0,2.19792502022376,0.936490624296224,0.00205459348400352,0.00337540358086293,0.470358537451189,0.375695184001893,9.30826216435119,138.514120098096,0.198668433775159,0.342651059676165,0.026179498901256
"NB1907",19,"11649",2.03445,126,5.33,108436.185,0.666,"Scotland",11.3950406864143,0,0.288876146210356,2.14864386381664,0,0,0,0.319187598407032,0,0.00163104129109795,0.408385515927035,0,6.91498804092407,198.537841796875,0.143031403422356,0.200114756822586,0.009938646107912
"NB4531",5,"7511",1.1687,3,4.61,53877.07,0.492,"Scotland",1.30017322638703,0.630175900864839,0.163697285445138,0.16260509020237,0,0,0.149013579119855,0.185461811768856,0.000133138064172547,0.000665690320862735,11.351401522183,3.03508446259514,9.01038932800293,99.0763397216797,0.164465501904488,0.152569770812988,0.008599173277617
"NB5349",2,"4045",1.04245,4,4.52,47118.74,0.41,"Scotland",5.3282614628231,1.5935588494891,0.142204383798206,4.75057006276885,0,0.000247218788627936,1.18931754817723,0.360192498503644,0.00173053152039555,0.00148331273176761,9.06328877255305,0.401981864074039,8.32568740844727,116.269035339355,0.3335120677948,0.407149910926819,0.050862617790699
"NB9911",7,"11304",9.5386,36,4.54,433052.44,1.441,"Scotland",6.95092376699611,2.36878311815408,0.03211880641128,0.579575630625442,0,0,0.705891467659371,0.0260662145953186,0.000796178343949045,8.84642604387827e-05,2.30011398794985,0,9.55581283569336,102.907493591309,0.194311081062817,0.31827654619997,0.019560659318735
"NC0211",8,"11261",47.10935,6,4.95,2331912.825,3.775,"Scotland",4.20404805147609,7.39746655290491,0.06493555212882,1.90944755248202,0,0.000177604120415594,1.22089705819375,0.0726344029543105,0.000888020602077968,0.00026640618062339,1.17854060155368,0.0564371555673594,9.29460430145264,114.100204467773,0.234085121830037,0.268498582653049,0.025534240153024
"NC1527",2,"8304",15.3443,95,5.19,796369.17,3.079,"Scotland",7.07281148945536,10.9672167101905,0.367387258271698,5.03357588762042,0,0,5.21506745080762,0.554402457684857,0.00313102119460501,0.00228805394990366,0,0,8.27185499177624,138.607115057844,0.140814579803994,0.201301167608547,0.01001042407006
"NC1625",1,"8751",800.3877,65,30.8,246519411.6,34.801,"Scotland",10.5834198509531,2.09068443589876,0.199526710539687,13.6599156820935,0,0.00514226945491944,3.48051990190717,0.956019050442888,0.0029710890183979,0.00388527025482802,0.696198002392222,0,7.23153851548681,174.125017760191,0.220066952579169,0.240752396714412,0.025478512509729
"NC1626",12,"8689",19.0853,67,6.07,1158477.71,3.321,"Scotland",7.57402378645246,13.74396192391,0.198378631852427,4.30466773648291,0,0.001150880423524,3.39544436643449,0.297595450235663,0.00184140867763839,0.0013810565082288,0.418081114882973,0,8.15747833251953,144.505737304688,0.317698800868704,0.416223403248615,0.042048812881075
"NC1648",1,"4228",1.73045,7,4.3,74409.35,0.678,"Scotland",8.57357936016123,5.53886204190745,0.596768950858914,3.00703835070956,0,0.000236518448438978,4.39826183369799,1.20709324761183,0.00307473982970672,0.00354777672658467,1.30430871638032,0,8.41828727722168,127.848640441895,0.299000442028046,0.333280861377716,0.046172112226486
"NC1810",5,"11411",1.51005,306,5.7,86072.85,0.75,"Scotland",12.0261978064797,2.22429109501519,0.140645182510891,1.74923559286653,0,0,0.603938567874309,0.126622623881585,0.000438173692051529,0.000613443168872141,0.312179458591625,0,6.89989900588989,182.279525756836,0.155023902654648,0.153110042214394,0.01144877821207
"NC2028",2,"8266",6.3493,427,5.377329461,341422.7794,1.048,"Scotland",18.2680196901802,0,0.177003365870129,2.03538129003145,0,0,0,0.207343226710306,0,0.0009678199854827,0,0,6.79188919067383,184.549087524414,0.135729817417692,0.128976772431574,0.009924395340894
"NC2125",3,"8751",800.3877,65,30.8,246519411.6,34.801,"Scotland",10.5834198509531,2.09068443589876,0.199526710539687,13.6599156820935,0,0.00514226945491944,3.48051990190717,0.956019050442888,0.0029710890183979,0.00388527025482802,0.696198002392222,0,7.23153851548681,174.125017760191,0.220066952579169,0.240752396714412,0.025478512509729
"NC2325",8,"9070",3.08315,115,1,30831.5,0.899,"Scotland",8.40548885627404,22.7663456586943,0.02148595445231,2.74639360417861,0,0.000882028665931643,1.22767989316183,0.0306257911362993,0.000330760749724366,0.000110253583241455,1.20417921020011,0,6.79188919067383,184.549087524414,0.197888495714758,0.187796806589896,0.01842792455472
"NC2329",1,"7824",3.50105,166,1.634566754,57226.99933,1.033,"Scotland",10.7964601384734,2.77017575975373,0.371479944074012,3.57000873181237,0,0,0.731970627200994,0.462142673341964,0.000766871165644172,0.00178936605316973,0.108140842633446,0,6.79188919067383,184.549087524414,0.219116016980448,0.229257121356778,0.023616781897326
"NC2339",1,"6293",2.70125,218,5.22,141005.25,0.867,"Scotland",7.38280507841566,3.83727628210079,1.52934439871856,6.18288278935325,0,0,2.69090847057653,2.4024754872645,0.00270141426982361,0.00937549658350548,0,0,7.85546684265137,147.063858032227,0.138861423188029,0.23498764087837,0.007570707212402
"NC2615",1,"10802",1.9645,365,5.86,115119.7,0.787,"Scotland",12.8895551111866,0.175329191667015,0.040438607127206,1.86737393591927,0,0,0.0732439754358801,0.0385654531510294,0.000185150897981855,0.000185150897981855,0,0,6.26205444335938,219.084762573242,0.148227348923683,0.133948341012001,0.009907334111631
"NC5160",2,"2484",15.34565,216,5.09,781093.585,1.691,"Scotland",2.98739424991886,0.464475223144932,0.531222149936173,10.0732220516103,0,0,0.911739900394163,2.02944775907358,0.00120772946859903,0.0072463768115942,0,0,7.61673664429078,118.450836622401,0.144113672616019,0.147846810113124,0.009926399931987
"NC8247",1,"4308",23.4518,184,4.98,1167899.64,2.605,"Scotland",1.87836721503208,0.282963104458579,0.577790159729174,6.08737421754875,0,0,0.30959923442597,1.35662469320547,0.000464252553389044,0.00510677808727948,0.133828996282528,0.107806691449814,7.42969799041748,107.21369934082,0.147778988090486,0.157478072077149,0.00984219647944
"NC8248",1,"4308",23.4518,184,4.98,1167899.64,2.605,"Scotland",1.87836721503208,0.282963104458579,0.577790159729174,6.08737421754875,0,0,0.30959923442597,1.35662469320547,0.000464252553389044,0.00510677808727948,0.133828996282528,0.107806691449814,7.42969799041748,107.21369934082,0.147778988090486,0.157478072077149,0.00984219647944
"NC8559",2,"2487",15.0882,141,4.62,697074.84,1.91,"Scotland",2.80775299986637,4.1711655558675,0.247114783025043,7.8343666464415,0,0,4.11736532326132,1.00367636091708,0.00402090872537193,0.00442299959790913,0,0,7.88204325369045,94.1175679670392,0.152969671313618,0.166705055867456,0.031038675457239
"NC8638",2,"6455",230.21845,128,4.1,9438956.45,8.328,"Scotland",2.93339546929153,2.64284342399767,0.236142869396064,6.56774965831139,0,0,1.38516620585342,0.553326075588864,0.0010844306738962,0.00185902401239349,5.39187278332831,0,7.5479564666748,95.2780914306641,0.164053231766118,0.165905283353558,0.025451845117002
"NC8639",1,"6234",11.44535,137,4.62,528775.17,1.912,"Scotland",3.5435023918583,7.950956822477,0.319650838616774,4.7613209126564,0,0,1.03350010761846,0.490062808166495,0.000641642605068977,0.00176451716393969,0.123045169484798,0,7.5479564666748,95.2780914306641,0.164382095414296,0.209311568269512,0.033135205507278
"NC8659",1,"2487",15.0882,141,4.62,697074.84,1.91,"Scotland",2.80775299986637,4.1711655558675,0.247114783025043,7.8343666464415,0,0,4.11736532326132,1.00367636091708,0.00402090872537193,0.00442299959790913,0,0,7.88204325369045,94.1175679670392,0.152969671313618,0.166705055867456,0.031038675457239
"NC9349",3,"4086",6.79045,194,4.63,314397.835,1.136,"Scotland",2.21198682402408,0.882700009953694,0.144697110311722,4.91982950922663,0,0,0.721915191602504,0.287262079791158,0.000978952520802741,0.000978952520802741,1.47950315825173,0,7.68728351593018,97.8084335327148,0.15560008585453,0.162308230996132,0.031038675457239
"NC9545",3,"4819",11.0245,174,4.59,506024.55,1.49,"Scotland",1.64573787152888,2.52497562273462,0,3.49358058541191,0,0,0.72423574553187,0,0.000622535795808259,0,1.08169655565044,0,7.53015804290771,102.062149047852,0.153947788026502,0.151434452466156,0.031038675457239
"NC9546",1,"4481",33.0193,175,4.83,1594832.19,2.441,"Scotland",1.61995150837327,2.88838336568797,0,4.75922579446552,0,0,1.31620610004989,0,0.00111582236108012,0,0.966921119592875,0,7.53015804290771,102.062149047852,0.150844310440363,0.15144813966628,0.030981221068872
"NC9549",1,"4192",6.20665,188,4.54,281781.91,1.015,"Scotland",1.53190548260487,5.02133355750394,0.03065880399767,3.01281943218034,0,0,1.56597627480284,0.0682337326661407,0.000954198473282443,0.000238549618320611,0,0,7.53015804290771,102.062149047852,0.148915251743598,0.154240745050395,0.030932647981484
"NC9854",2,"3190",6.8314,185,4.55,310828.7,1.11,"Scotland",3.1092126295223,2.88760653672007,0.070979608256404,6.43881443611285,0,0,0.993232971147806,0.193873792715048,0.000940438871473354,0.000626959247648903,0,0,7.54330158233643,100.439949035645,0.148309573531151,0.158266544342041,0.00984219647944
"ND0055",1,"2944",35.5963,168,4.89,1740659.07,2.873,"Scotland",3.8857510093571,0.219778234922828,0,7.98811993848506,0,0,0.463731662494837,0,0.00101902173913043,0,0,0,7.81228239991491,94.679577047671,0.14901694908575,0.143236475044503,0.00984219647944
"ND0141",3,"5619",21.70905,148,4.57,992103.585,2.139,"Scotland",2.35441309439965,1.13424316717686,0.033928800822061,3.82241948841431,0,0,0.56286113643137,0.0686352196784851,0.000533902829684997,0.000177967609894999,1.07323709470184,0.052906053964175,7.47367477416992,97.1924896240234,0.168565588205519,0.162384004244116,0.031514053712354
"ND0147",6,"4325",9.095,196,4.75,432012.5,1.648,"Scotland",2.01253640520361,2.50427708602935,0.093480215163473,4.03153905680925,0,0,1.50969368859525,0.203872771352166,0.00115606936416185,0.00069364161849711,1.00973961439078,0,7.55393552780151,95.049430847168,0.150607756689885,0.147023892208581,0.00984219647944
"ND0242",2,"5619",21.70905,148,4.57,992103.585,2.139,"Scotland",2.35441309439965,1.13424316717686,0.033928800822061,3.82241948841431,0,0,0.56286113643137,0.0686352196784851,0.000533902829684997,0.000177967609894999,1.07323709470184,0.052906053964175,7.47367477416992,97.1924896240234,0.168565588205519,0.162384004244116,0.031514053712354
"ND0243",2,"5416",9.8343,175,4.53,445493.79,1.395,"Scotland",1.93969547785136,1.89679970921131,0.078607791734844,3.47524865840103,0,0,0.604006263871121,0.134810222483462,0.000369276218611521,0.000369276218611521,0.530655563719487,0,7.47367477416992,97.1924896240234,0.160636890325228,0.140648685081898,0.031038675457239
"ND0248",2,"4199",17.8543,158,4.77,851650.11,2.591,"Scotland",1.66447489307768,3.02971276893153,0.051643953173462,3.99363267177899,0,0,1.86635245978744,0.13061743687138,0.00142891164562991,0.000476303881876637,0.389725420726306,0,7.55393552780151,95.049430847168,0.143536020236165,0.143417321440262,0.009821491994613
"ND0249",3,"4199",17.8543,158,4.77,851650.11,2.591,"Scotland",1.66447489307768,3.02971276893153,0.051643953173462,3.99363267177899,0,0,1.86635245978744,0.13061743687138,0.00142891164562991,0.000476303881876637,0.389725420726306,0,7.55393552780151,95.049430847168,0.143536020236165,0.143417321440262,0.009821491994613
"ND0345",3,"4918",13.16095,144,4.49,590926.655,1.806,"Scotland",1.54692746483452,4.50052540952767,0.040127280575877,3.80252926699878,0,0,1.49383951582016,0.0700428762905695,0.00101667344448963,0.000203334688897926,0.515685431886549,0,7.51850066725935,95.9955842964627,0.147090316676743,0.15626195176722,0.018087821573368
"ND0346",2,"4566",19.09525,147,4.46,851648.15,1.774,"Scotland",1.55442065472458,4.83962513141547,0,3.72385862273325,0,0,2.04157004691519,0,0.00153307052124398,0,0.800933125972006,0,7.55393552780151,95.049430847168,0.136598641462921,0.134504381227978,0.007947534792929
"ND0444",1,"4918",13.16095,144,4.49,590926.655,1.806,"Scotland",1.54692746483452,4.50052540952767,0.040127280575877,3.80252926699878,0,0,1.49383951582016,0.0700428762905695,0.00101667344448963,0.000203334688897926,0.515685431886549,0,7.51850066725935,95.9955842964627,0.147090316676743,0.15626195176722,0.018087821573368
"ND0450",1,"3860",11.3799,117,4.26,484783.74,1.427,"Scotland",1.26026537576637,3.71007971409825,0.194745507266881,4.92625033139896,0,0,1.0572834500793,0.467629247811197,0.00103626943005181,0.00155440414507772,0,0,7.70927476882935,96.763053894043,0.139697807547498,0.172304404139724,0.00984219647944
"ND0544",2,"5001",5.361,135,4.19,224625.9,0.861,"Scotland",1.45683276227561,8.35684301966611,0.051523318184927,3.7713670959808,0,0,2.14980933307095,0.0655333644955865,0.000599880023995201,0.0001999600079984,0.258194389742243,0,7.72280110248004,91.9633982665203,0.136394130590579,0.152687274786641,0.009807346332329
"ND0545",2,"5001",5.361,135,4.19,224625.9,0.861,"Scotland",1.45683276227561,8.35684301966611,0.051523318184927,3.7713670959808,0,0,2.14980933307095,0.0655333644955865,0.000599880023995201,0.0001999600079984,0.258194389742243,0,7.72280110248004,91.9633982665203,0.136394130590579,0.152687274786641,0.009807346332329
"ND0547",15,"4513",30.19865,118,4.49,1355919.385,2.329,"Scotland",1.29898656949678,7.79550692583548,0.019163221672274,3.79846488923111,0,0,3.29789239583714,0.04698157415992,0.00155107467316641,0.00022158209616663,0.215745785643764,0,7.6382273396782,93.3668021784946,0.140152290633905,0.158332115660313,0.009990729152259
"ND0858",4,"2358",381.4602,66,6.4,24413452.8,12.853,"Scotland",1.98777392275836,1.14606251626449,0.039518312343861,12.0523708989822,0,0.000424088210347752,1.56403260346783,0.377150296707724,0.00127226463104326,0.00169635284139101,32.9593083356827,0.402217836669486,8.03303376765299,88.1965476567494,0.197045780646105,0.200478163235118,0.012945233972203
"ND2899",9,"1913",1.2053,105,4.11,49537.83,0.575,"Scotland",8.10189424617625,0.106470630826152,0.095606953943343,5.7493168170413,0,0,0.314867696154418,0.485993575502313,0.000522739153162572,0.00209095661265029,0,0,8.43838287815796,96.6058641629567,0.231987170408357,0.22149813082758,0.024887069034408
"ND3044",6,"5190",40.5372,96,4.52,1832281.44,3.504,"Scotland",2.65245101612917,0.308597330020213,0,3.37212896267823,0,0.000192678227360308,0.362713546364297,0,0.000578034682080925,0,14.9891481280521,0.0779978296256104,7.86633920669556,73.1089019775391,0.128714313569367,0.198510041096072,0.010698955508521
"NF6803",18,"20979",10.4703,34,5.57,583195.71,2.382,"Scotland",9.09005804479896,0.29409025427013,0.106148379130929,1.01488897568998,0,0,0.0770396563259445,0.0550199550165504,9.5333428666762e-05,0.000190666857333524,1.30473846634634,0.0507832337200672,9.39752292633057,126.004463195801,0.165469010723784,0.338242206721063,0.010582194493644
"NF6902",9,"20979",10.4703,34,5.57,583195.71,2.382,"Scotland",9.09005804479896,0.29409025427013,0.106148379130929,1.01488897568998,0,0,0.0770396563259445,0.0550199550165504,9.5333428666762e-05,0.000190666857333524,1.30473846634634,0.0507832337200672,9.39752292633057,126.004463195801,0.165469010723784,0.338242206721063,0.010582194493644
"NF7000",6,"21146",1.68475,26,5.19,87438.525,0.719,"Scotland",7.00219246597338,0.718197652247341,0,0.696674561638135,0,0,0.17593178465357,0,0.00018916107065166,0,1.5213257267047,0,9.94899845123291,116.455253601074,0.185439562082922,0.301525993349873,0.032216631365819
"NF7101",13,"21099",2.79055,28,5.31,148178.205,1.054,"Scotland",7.04096021425354,0.637063385230602,0.050015145583962,0.705338961709086,0,0,0.168005223052747,0.0212068509803145,0.00023697805583203,4.7395611166406e-05,1.28205128205128,0,9.94899845123291,116.455253601074,0.172975922131016,0.300474125989983,0.008959798554246
"NF8667",6,"14749",336.2387,6,2.8,9414683.6,54.615,"Scotland",1.89853773498225,17.6071700060407,1.61101930479434,5.24744524862703,0,0,8.69359783985694,3.12159673120327,0.00359346396365855,0.0138314461997424,0,0,9.18791889449472,109.763437059969,0.175209828179221,0.234697783251566,0.014891240961038
"NF8767",7,"14749",336.2387,6,2.8,9414683.6,54.615,"Scotland",1.89853773498225,17.6071700060407,1.61101930479434,5.24744524862703,0,0,8.69359783985694,3.12159673120327,0.00359346396365855,0.0138314461997424,0,0,9.18791889449472,109.763437059969,0.175209828179221,0.234697783251566,0.014891240961038
"NF8955",3,"16588",3.0157,5,4.91,148070.87,0.773,"Scotland",6.85974235953494,0.63491573476385,0.364761803194343,0.19116239479021,0,0,0.20166997308014,0.206995822218993,0.000301422715215819,0.000723414516517965,0.138485593031048,0,9.43704701448554,110.020103531097,0.165946094139519,0.239589245742085,0.008578867097604
"NF9055",2,"16588",3.0157,5,4.91,148070.87,0.773,"Scotland",6.85974235953494,0.63491573476385,0.364761803194343,0.19116239479021,0,0,0.20166997308014,0.206995822218993,0.000301422715215819,0.000723414516517965,0.138485593031048,0,9.43704701448554,110.020103531097,0.165946094139519,0.239589245742085,0.008578867097604
"NF9873",1,"14375",2.67585,8,4.85,129778.725,0.694,"Scotland",5.85594812431854,0,0.076958422198076,0.0465519896647652,0,0,0,0.0637429794481823,0,0.000347826086956522,0.035982548463995,0,9.03733921051025,108.37572479248,0.1540317352864,0.19187014376344,0.009094381704926
"NF9874",5,"14375",2.67585,8,4.85,129778.725,0.694,"Scotland",5.85594812431854,0,0.076958422198076,0.0465519896647652,0,0,0,0.0637429794481823,0,0.000347826086956522,0.035982548463995,0,9.03733921051025,108.37572479248,0.1540317352864,0.19187014376344,0.009094381704926
"NG0799",9,"12351",2.0133,34,4.91,98853.03,0.582,"Scotland",9.93726241153901,0,0.133507043778768,2.12657523969719,0,0.000161930208080317,0,0.101062944733836,0,0.000404825520200793,1.78701677607586,0.0911743253099927,9.35200023651123,152.166259765625,0.272615540407504,0.28766923232257,0.030540740032487
"NG1598",6,"12339",9.18185,18,5.14,471947.09,1.882,"Scotland",7.92000880470773,0.737646149517528,0.698777769612963,2.0129285604425,0,0,0.307643363964446,0.615943630656423,0.000405219223599968,0.00267444687575979,0.214959595557502,0,9.31753826141357,142.005508422852,0.298632141085364,0.423115000779203,0.101031253601453
"NG4569",11,"14846",1.69295,218,5.7,96498.15,0.779,"Scotland",12.303267741401,0.335025177550552,0.246391063532954,1.13954757715883,0,0,0.0803759486778216,0.137535554624081,0.000134716421931833,0.000471507476761417,22.1852836879433,0.0797872340425532,9.36185455322266,129.177978515625,0.153906419873238,0.160827875137329,0.009978683665395
"NG4670",3,"14728",3.18335,107,4.95,157575.825,0.675,"Scotland",12.2481776640145,0.232575056564387,0.249888889526082,0.657274923772406,0,0,0.0880736768041234,0.138637482614687,0.000135795763172189,0.000475285171102662,11.3193976174421,0.0809170600134862,9.67997455596924,135.455383300781,0.27016618847847,0.229345992207527,0.028436504304409
"NG4950",14,"16986",119.93315,136,7.09,8503260.335,9.498,"Scotland",11.9405412810264,1.37205961481231,0.096804211398464,1.97171869782762,0,0,0.253209352696566,0.0832209651093565,0.000117744024490757,0.000294360061226893,3.23091385878977,0,8.75433841057795,183.212522299002,0.215358236610368,0.218359407233238,0.02165204877994
"NG5536",12,"18905",1.0939,58,4.82,52725.98,0.562,"Scotland",9.24708108245283,0,0.223963496728095,0.795414112642158,0,5.28960592435864e-05,0,0.10261197854213,0,0.000423168473948691,6.26956361627693,0,8.20132160186768,196.574234008789,0.295269578695297,0.272706091403961,0.02544735558331
"NG5541",9,"18342",2.83625,52,4.72,133871,0.777,"Scotland",9.93229921644159,0.123981184842995,0.033682811285336,1.09466725812888,0,0,0.0424526299602638,0.0187827502460461,5.45196816050594e-05,5.45196816050594e-05,3.67143746110765,0,7.4395637512207,193.461532592773,0.151922971010208,0.219356283545494,0.007996720261872
"NG5638",1,"18679",1.11925,218,5.54,62006.45,0.582,"Scotland",10.038955083367,0.938248792130157,0.443573113091237,1.4533586712672,0,5.35360565340757e-05,0.169301824018723,0.214291567569219,0.000214144226136303,0.000910112961079287,2.07781532560051,0,8.20132160186768,196.574234008789,0.157288700342178,0.167027339339256,0.007150867022574
"NG5738",8,"18667",4.058,308,6,24348,1.163,"Scotland",11.1431974786266,0.804517995822515,0.224450800749553,1.2513593794343,0,5.35704719558579e-05,0.171305008754948,0.117129632165674,0.000160711415867574,0.000482134247602721,3.31072827597827,0,8.20132160186768,196.574234008789,0.148750872613308,0.153199216744435,0.009277015543102
"NG5739",8,"18544",7.74555,326,6.15,476351.325,1.638,"Scotland",11.3665297038963,0.633659812943708,0.226166367926189,1.53765701818917,0,0,0.188842553772337,0.128149548604081,0.000215703192407248,0.000539257981018119,5.17439328556158,0,7.86467766565613,195.198636689971,0.150627603720979,0.165521961124607,0.00984219647944
"NG5746",9,"17724",1.2509,85,4.79,59918.11,0.474,"Scotland",9.442614015152,0.483807215993309,0.189603827301715,1.17162560887497,0,0,0.104498931116293,0.0719084581709095,5.64206725344166e-05,0.000225682690137666,0.407256571640133,0,9.35130310058594,160.137222290039,0.298136442899704,0.258620053529739,0.022806905210018
"NG5846",7,"17673",6.5342,77,5.19,339124.98,1.852,"Scotland",9.4726273173701,0.08337360355181,0.170676277316571,0.915373545860918,0,0,0.0267923714769857,0.0721159685747298,5.65834889379279e-05,0.000226333955751712,0.366513952519783,0.0374843815077051,9.35130310058594,160.137222290039,0.241750259997987,0.211677620841147,0.018533259761723
"NG6120",14,"20108",20.836,24,4.98,1037632.8,2.879,"Scotland",9.75756666227565,0.712985633175695,0.053902517712641,1.48356335063656,0,4.97314501690869e-05,0.0905895488463602,0.0256244632169635,4.97314501690869e-05,4.97314501690869e-05,8.29556234847686,0,9.19684028625488,198.371795654297,0.271728757697325,0.340332712167845,0.03642611573781
"NG9802",1,"20828",1746.1628,203,31.88,556676700.6,58.407,"Scotland",18.4728275602271,0.380501785039276,0.022476779794033,11.9489397315633,0,4.80122911465335e-05,0.40928810661823,0.0642693659896082,0.000384098329172268,0.000240061455732668,0.112834238631294,0,7.2321788965897,263.976148934476,0.153961308014059,0.173573194308278,0.010597115238775
"NG9863",7,"15807",1.07685,518,6.62,71287.47,0.555,"Scotland",16.7316814949827,0.472718274038262,0.257397458323555,1.59682772421712,0,6.32631112798127e-05,0.111952950805482,0.153058936388058,0.000126526222559625,0.00069589422407794,0,0,6.94527053833008,220.974395751953,0.16086295220034,0.158858280672932,0.009910814038112
"NG9963",1,"15807",1.07685,518,6.62,71287.47,0.555,"Scotland",16.7316814949827,0.472718274038262,0.257397458323555,1.59682772421712,0,6.32631112798127e-05,0.111952950805482,0.153058936388058,0.000126526222559625,0.00069589422407794,0,0,6.94527053833008,220.974395751953,0.16086295220034,0.158858280672932,0.009910814038112
"NH0064",6,"14057",2797.5606,6,38.2,1068668149,95.53,"Scotland",13.8342006454713,1.57793330482937,0.232043462177368,14.7998917205663,0,0.00135163975243651,2.16816360343849,1.18408301131022,0.00206302909582414,0.00462403073201963,1.42630391801955,0.0623764306201442,8.42768683395622,180.406043717506,0.173205687410678,0.181715540913812,0.013371198749882
